response,weights,Site1.X,Site1.Y,Site2.X,Site2.Y,site1.Pred_01,site1.Pred_02,site1.Pred_03,site1.Pred_04,site2.Pred_01,site2.Pred_02,site2.Pred_03,site2.Pred_04
0.703625906,1,281.046389,33.798611,285.092,41.002,92.50340271,160.0122528,101.2690811,92.23096466,80.75092316,117.5468216,96.56397247,101.5024872
0.713130305,1,292.1265,46.2912,260.093611,44.836111,62.07448196,86.23993683,80.50260925,71.0936203,9.828540802,72.31739807,27.0179615,46.3757515
0.691707902,1,292.1265,46.2912,271.636667,42.235278,62.07448196,86.23993683,80.50260925,71.0936203,37.33327484,74.34129333,69.75613403,68.80142975
0.756287814,1,292.1265,46.2912,279.633333,43.233333,62.07448196,86.23993683,80.50260925,71.0936203,51.00430679,64.69468689,73.32794952,60.9068718
0.581909045,1,292.1265,46.2912,270.2744,43.4273,62.07448196,86.23993683,80.50260925,71.0936203,26.47146034,71.12831116,65.45718384,62.16965866
0.629425885,1,292.1265,46.2912,281.9319,43.0977,62.07448196,86.23993683,80.50260925,71.0936203,43.54244995,61.86990738,64.45833588,55.09576416
0.811045641,1,292.1265,46.2912,256.375833,48.606944,62.07448196,86.23993683,80.50260925,71.0936203,10.65749168,57.1475029,26.86845779,29.62945938
0.354832258,1,292.1265,46.2912,293.920833,44.263889,62.07448196,86.23993683,80.50260925,71.0936203,98.34510803,86.33005524,102.4530182,90.29051208
0.624987476,1,292.1265,46.2912,261.841667,46.8575,62.07448196,86.23993683,80.50260925,71.0936203,11.50860786,65.2003479,35.11329651,43.70420837
0.461419213,1,292.1265,46.2912,291.9129,44.6342,62.07448196,86.23993683,80.50260925,71.0936203,73.74851227,80.29096985,90.52172852,72.80158997
0.607744301,1,292.1265,46.2912,266.589,44.5938,62.07448196,86.23993683,80.50260925,71.0936203,19.01685524,70.87601471,47.69622803,56.76383591
0.468379743,1,292.1265,46.2912,292.669444,45.255556,62.07448196,86.23993683,80.50260925,71.0936203,81.89266968,81.20903015,94.86753082,77.86894989
0.643524766,1,292.1265,46.2912,265.316,46.974,62.07448196,86.23993683,80.50260925,71.0936203,13.36180687,67.17084503,44.55718231,46.36514664
0.809860558,1,292.1265,46.2912,278.5,27.583333,62.07448196,86.23993683,80.50260925,71.0936203,54.72532272,173.3628845,106.4244843,78.48526001
0.7748,1,292.1265,46.2912,285.092,41.002,62.07448196,86.23993683,80.50260925,71.0936203,80.75092316,117.5468216,96.56397247,101.5024872
0.786117072,1,260.093611,44.836111,271.636667,42.235278,9.828540802,72.31739807,27.0179615,46.3757515,37.33327484,74.34129333,69.75613403,68.80142975
0.806200389,1,260.093611,44.836111,279.633333,43.233333,9.828540802,72.31739807,27.0179615,46.3757515,51.00430679,64.69468689,73.32794952,60.9068718
0.753617403,1,260.093611,44.836111,270.2744,43.4273,9.828540802,72.31739807,27.0179615,46.3757515,26.47146034,71.12831116,65.45718384,62.16965866
0.731875374,1,260.093611,44.836111,281.9319,43.0977,9.828540802,72.31739807,27.0179615,46.3757515,43.54244995,61.86990738,64.45833588,55.09576416
0.436035497,1,260.093611,44.836111,256.375833,48.606944,9.828540802,72.31739807,27.0179615,46.3757515,10.65749168,57.1475029,26.86845779,29.62945938
0.82369091,1,260.093611,44.836111,293.920833,44.263889,9.828540802,72.31739807,27.0179615,46.3757515,98.34510803,86.33005524,102.4530182,90.29051208
0.317495249,1,260.093611,44.836111,261.841667,46.8575,9.828540802,72.31739807,27.0179615,46.3757515,11.50860786,65.2003479,35.11329651,43.70420837
0.747566029,1,260.093611,44.836111,291.9129,44.6342,9.828540802,72.31739807,27.0179615,46.3757515,73.74851227,80.29096985,90.52172852,72.80158997
0.715265866,1,260.093611,44.836111,266.589,44.5938,9.828540802,72.31739807,27.0179615,46.3757515,19.01685524,70.87601471,47.69622803,56.76383591
0.780384327,1,260.093611,44.836111,292.669444,45.255556,9.828540802,72.31739807,27.0179615,46.3757515,81.89266968,81.20903015,94.86753082,77.86894989
0.746095115,1,260.093611,44.836111,265.316,46.974,9.828540802,72.31739807,27.0179615,46.3757515,13.36180687,67.17084503,44.55718231,46.36514664
0.694013524,1,260.093611,44.836111,278.5,27.583333,9.828540802,72.31739807,27.0179615,46.3757515,54.72532272,173.3628845,106.4244843,78.48526001
0.842052716,1,260.093611,44.836111,285.092,41.002,9.828540802,72.31739807,27.0179615,46.3757515,80.75092316,117.5468216,96.56397247,101.5024872
0.606257497,1,271.636667,42.235278,279.633333,43.233333,37.33327484,74.34129333,69.75613403,68.80142975,51.00430679,64.69468689,73.32794952,60.9068718
0.391677906,1,271.636667,42.235278,270.2744,43.4273,37.33327484,74.34129333,69.75613403,68.80142975,26.47146034,71.12831116,65.45718384,62.16965866
0.556610847,1,271.636667,42.235278,281.9319,43.0977,37.33327484,74.34129333,69.75613403,68.80142975,43.54244995,61.86990738,64.45833588,55.09576416
0.871425006,1,271.636667,42.235278,256.375833,48.606944,37.33327484,74.34129333,69.75613403,68.80142975,10.65749168,57.1475029,26.86845779,29.62945938
0.568015992,1,271.636667,42.235278,293.920833,44.263889,37.33327484,74.34129333,69.75613403,68.80142975,98.34510803,86.33005524,102.4530182,90.29051208
0.584898102,1,271.636667,42.235278,261.841667,46.8575,37.33327484,74.34129333,69.75613403,68.80142975,11.50860786,65.2003479,35.11329651,43.70420837
0.543137059,1,271.636667,42.235278,291.9129,44.6342,37.33327484,74.34129333,69.75613403,68.80142975,73.74851227,80.29096985,90.52172852,72.80158997
0.568786855,1,271.636667,42.235278,266.589,44.5938,37.33327484,74.34129333,69.75613403,68.80142975,19.01685524,70.87601471,47.69622803,56.76383591
0.587047771,1,271.636667,42.235278,292.669444,45.255556,37.33327484,74.34129333,69.75613403,68.80142975,81.89266968,81.20903015,94.86753082,77.86894989
0.632394085,1,271.636667,42.235278,265.316,46.974,37.33327484,74.34129333,69.75613403,68.80142975,13.36180687,67.17084503,44.55718231,46.36514664
0.629747623,1,271.636667,42.235278,278.5,27.583333,37.33327484,74.34129333,69.75613403,68.80142975,54.72532272,173.3628845,106.4244843,78.48526001
0.553101105,1,271.636667,42.235278,285.092,41.002,37.33327484,74.34129333,69.75613403,68.80142975,80.75092316,117.5468216,96.56397247,101.5024872
0.526760282,1,279.633333,43.233333,270.2744,43.4273,51.00430679,64.69468689,73.32794952,60.9068718,26.47146034,71.12831116,65.45718384,62.16965866
0.331099665,1,279.633333,43.233333,281.9319,43.0977,51.00430679,64.69468689,73.32794952,60.9068718,43.54244995,61.86990738,64.45833588,55.09576416
0.902132122,1,279.633333,43.233333,256.375833,48.606944,51.00430679,64.69468689,73.32794952,60.9068718,10.65749168,57.1475029,26.86845779,29.62945938
0.560543946,1,279.633333,43.233333,293.920833,44.263889,51.00430679,64.69468689,73.32794952,60.9068718,98.34510803,86.33005524,102.4530182,90.29051208
0.686720433,1,279.633333,43.233333,261.841667,46.8575,51.00430679,64.69468689,73.32794952,60.9068718,11.50860786,65.2003479,35.11329651,43.70420837
0.654765477,1,279.633333,43.233333,291.9129,44.6342,51.00430679,64.69468689,73.32794952,60.9068718,73.74851227,80.29096985,90.52172852,72.80158997
0.680279512,1,279.633333,43.233333,266.589,44.5938,51.00430679,64.69468689,73.32794952,60.9068718,19.01685524,70.87601471,47.69622803,56.76383591
0.686262747,1,279.633333,43.233333,292.669444,45.255556,51.00430679,64.69468689,73.32794952,60.9068718,81.89266968,81.20903015,94.86753082,77.86894989
0.393842463,1,279.633333,43.233333,265.316,46.974,51.00430679,64.69468689,73.32794952,60.9068718,13.36180687,67.17084503,44.55718231,46.36514664
0.494248294,1,279.633333,43.233333,278.5,27.583333,51.00430679,64.69468689,73.32794952,60.9068718,54.72532272,173.3628845,106.4244843,78.48526001
0.205639718,1,279.633333,43.233333,285.092,41.002,51.00430679,64.69468689,73.32794952,60.9068718,80.75092316,117.5468216,96.56397247,101.5024872
0.442922831,1,270.2744,43.4273,281.9319,43.0977,26.47146034,71.12831116,65.45718384,62.16965866,43.54244995,61.86990738,64.45833588,55.09576416
0.877233257,1,270.2744,43.4273,256.375833,48.606944,26.47146034,71.12831116,65.45718384,62.16965866,10.65749168,57.1475029,26.86845779,29.62945938
0.392594813,1,270.2744,43.4273,293.920833,44.263889,26.47146034,71.12831116,65.45718384,62.16965866,98.34510803,86.33005524,102.4530182,90.29051208
0.589266046,1,270.2744,43.4273,261.841667,46.8575,26.47146034,71.12831116,65.45718384,62.16965866,11.50860786,65.2003479,35.11329651,43.70420837
0.447848468,1,270.2744,43.4273,291.9129,44.6342,26.47146034,71.12831116,65.45718384,62.16965866,73.74851227,80.29096985,90.52172852,72.80158997
0.529937035,1,270.2744,43.4273,266.589,44.5938,26.47146034,71.12831116,65.45718384,62.16965866,19.01685524,70.87601471,47.69622803,56.76383591
0.442418186,1,270.2744,43.4273,292.669444,45.255556,26.47146034,71.12831116,65.45718384,62.16965866,81.89266968,81.20903015,94.86753082,77.86894989
0.464808432,1,270.2744,43.4273,265.316,46.974,26.47146034,71.12831116,65.45718384,62.16965866,13.36180687,67.17084503,44.55718231,46.36514664
0.654389807,1,270.2744,43.4273,278.5,27.583333,26.47146034,71.12831116,65.45718384,62.16965866,54.72532272,173.3628845,106.4244843,78.48526001
0.552068759,1,270.2744,43.4273,285.092,41.002,26.47146034,71.12831116,65.45718384,62.16965866,80.75092316,117.5468216,96.56397247,101.5024872
0.846584099,1,281.9319,43.0977,256.375833,48.606944,43.54244995,61.86990738,64.45833588,55.09576416,10.65749168,57.1475029,26.86845779,29.62945938
0.452172609,1,281.9319,43.0977,293.920833,44.263889,43.54244995,61.86990738,64.45833588,55.09576416,98.34510803,86.33005524,102.4530182,90.29051208
0.628156313,1,281.9319,43.0977,261.841667,46.8575,43.54244995,61.86990738,64.45833588,55.09576416,11.50860786,65.2003479,35.11329651,43.70420837
0.524981245,1,281.9319,43.0977,291.9129,44.6342,43.54244995,61.86990738,64.45833588,55.09576416,73.74851227,80.29096985,90.52172852,72.80158997
0.558776352,1,281.9319,43.0977,266.589,44.5938,43.54244995,61.86990738,64.45833588,55.09576416,19.01685524,70.87601471,47.69622803,56.76383591
0.484125794,1,281.9319,43.0977,292.669444,45.255556,43.54244995,61.86990738,64.45833588,55.09576416,81.89266968,81.20903015,94.86753082,77.86894989
0.312671832,1,281.9319,43.0977,265.316,46.974,43.54244995,61.86990738,64.45833588,55.09576416,13.36180687,67.17084503,44.55718231,46.36514664
0.465584222,1,281.9319,43.0977,278.5,27.583333,43.54244995,61.86990738,64.45833588,55.09576416,54.72532272,173.3628845,106.4244843,78.48526001
0.316531653,1,281.9319,43.0977,285.092,41.002,43.54244995,61.86990738,64.45833588,55.09576416,80.75092316,117.5468216,96.56397247,101.5024872
0.886564482,1,256.375833,48.606944,293.920833,44.263889,10.65749168,57.1475029,26.86845779,29.62945938,98.34510803,86.33005524,102.4530182,90.29051208
0.445522761,1,256.375833,48.606944,261.841667,46.8575,10.65749168,57.1475029,26.86845779,29.62945938,11.50860786,65.2003479,35.11329651,43.70420837
0.855980025,1,256.375833,48.606944,291.9129,44.6342,10.65749168,57.1475029,26.86845779,29.62945938,73.74851227,80.29096985,90.52172852,72.80158997
0.815623928,1,256.375833,48.606944,266.589,44.5938,10.65749168,57.1475029,26.86845779,29.62945938,19.01685524,70.87601471,47.69622803,56.76383591
0.869801807,1,256.375833,48.606944,292.669444,45.255556,10.65749168,57.1475029,26.86845779,29.62945938,81.89266968,81.20903015,94.86753082,77.86894989
0.835687547,1,256.375833,48.606944,265.316,46.974,10.65749168,57.1475029,26.86845779,29.62945938,13.36180687,67.17084503,44.55718231,46.36514664
0.716530734,1,256.375833,48.606944,278.5,27.583333,10.65749168,57.1475029,26.86845779,29.62945938,54.72532272,173.3628845,106.4244843,78.48526001
0.920910725,1,256.375833,48.606944,285.092,41.002,10.65749168,57.1475029,26.86845779,29.62945938,80.75092316,117.5468216,96.56397247,101.5024872
0.689356374,1,293.920833,44.263889,261.841667,46.8575,98.34510803,86.33005524,102.4530182,90.29051208,11.50860786,65.2003479,35.11329651,43.70420837
0.4017,1,293.920833,44.263889,291.9129,44.6342,98.34510803,86.33005524,102.4530182,90.29051208,73.74851227,80.29096985,90.52172852,72.80158997
0.559704484,1,293.920833,44.263889,266.589,44.5938,98.34510803,86.33005524,102.4530182,90.29051208,19.01685524,70.87601471,47.69622803,56.76383591
0.343396981,1,293.920833,44.263889,292.669444,45.255556,98.34510803,86.33005524,102.4530182,90.29051208,81.89266968,81.20903015,94.86753082,77.86894989
0.475462269,1,293.920833,44.263889,265.316,46.974,98.34510803,86.33005524,102.4530182,90.29051208,13.36180687,67.17084503,44.55718231,46.36514664
0.654832445,1,293.920833,44.263889,278.5,27.583333,98.34510803,86.33005524,102.4530182,90.29051208,54.72532272,173.3628845,106.4244843,78.48526001
0.57306404,1,293.920833,44.263889,285.092,41.002,98.34510803,86.33005524,102.4530182,90.29051208,80.75092316,117.5468216,96.56397247,101.5024872
0.636791744,1,261.841667,46.8575,291.9129,44.6342,11.50860786,65.2003479,35.11329651,43.70420837,73.74851227,80.29096985,90.52172852,72.80158997
0.614165997,1,261.841667,46.8575,266.589,44.5938,11.50860786,65.2003479,35.11329651,43.70420837,19.01685524,70.87601471,47.69622803,56.76383591
0.670656583,1,261.841667,46.8575,292.669444,45.255556,11.50860786,65.2003479,35.11329651,43.70420837,81.89266968,81.20903015,94.86753082,77.86894989
0.658204396,1,261.841667,46.8575,265.316,46.974,11.50860786,65.2003479,35.11329651,43.70420837,13.36180687,67.17084503,44.55718231,46.36514664
0.647774895,1,261.841667,46.8575,278.5,27.583333,11.50860786,65.2003479,35.11329651,43.70420837,54.72532272,173.3628845,106.4244843,78.48526001
0.744940894,1,261.841667,46.8575,285.092,41.002,11.50860786,65.2003479,35.11329651,43.70420837,80.75092316,117.5468216,96.56397247,101.5024872
0.349716446,1,291.9129,44.6342,266.589,44.5938,73.74851227,80.29096985,90.52172852,72.80158997,19.01685524,70.87601471,47.69622803,56.76383591
0.259374063,1,291.9129,44.6342,292.669444,45.255556,73.74851227,80.29096985,90.52172852,72.80158997,81.89266968,81.20903015,94.86753082,77.86894989
0.477156853,1,291.9129,44.6342,265.316,46.974,73.74851227,80.29096985,90.52172852,72.80158997,13.36180687,67.17084503,44.55718231,46.36514664
0.76672145,1,291.9129,44.6342,278.5,27.583333,73.74851227,80.29096985,90.52172852,72.80158997,54.72532272,173.3628845,106.4244843,78.48526001
0.667583379,1,291.9129,44.6342,285.092,41.002,73.74851227,80.29096985,90.52172852,72.80158997,80.75092316,117.5468216,96.56397247,101.5024872
0.433087098,1,266.589,44.5938,292.669444,45.255556,19.01685524,70.87601471,47.69622803,56.76383591,81.89266968,81.20903015,94.86753082,77.86894989
0.371500544,1,266.589,44.5938,265.316,46.974,19.01685524,70.87601471,47.69622803,56.76383591,13.36180687,67.17084503,44.55718231,46.36514664
0.801938426,1,266.589,44.5938,278.5,27.583333,19.01685524,70.87601471,47.69622803,56.76383591,54.72532272,173.3628845,106.4244843,78.48526001
0.724742268,1,266.589,44.5938,285.092,41.002,19.01685524,70.87601471,47.69622803,56.76383591,80.75092316,117.5468216,96.56397247,101.5024872
0.507595443,1,292.669444,45.255556,265.316,46.974,81.89266968,81.20903015,94.86753082,77.86894989,13.36180687,67.17084503,44.55718231,46.36514664
0.765197909,1,292.669444,45.255556,278.5,27.583333,81.89266968,81.20903015,94.86753082,77.86894989,54.72532272,173.3628845,106.4244843,78.48526001
0.688177956,1,292.669444,45.255556,285.092,41.002,81.89266968,81.20903015,94.86753082,77.86894989,80.75092316,117.5468216,96.56397247,101.5024872
0.55030116,1,265.316,46.974,278.5,27.583333,13.36180687,67.17084503,44.55718231,46.36514664,54.72532272,173.3628845,106.4244843,78.48526001
0.411464841,1,265.316,46.974,285.092,41.002,13.36180687,67.17084503,44.55718231,46.36514664,80.75092316,117.5468216,96.56397247,101.5024872
0.464296385,1,278.5,27.583333,285.092,41.002,54.72532272,173.3628845,106.4244843,78.48526001,80.75092316,117.5468216,96.56397247,101.5024872
